% Title: Sonar data
% Sources: Bruno's room 
@RELATION proximity

@ATTRIBUTE avg 		NUMERIC
@ATTRIBUTE diff_avg	NUMERIC
@ATTRIBUTE std_dev	NUMERIC
@ATTRIBUTE std_dev_avg NUMERIC
@ATTRIBUTE class	{occupied,empty }

@DATA
71.1615948276,0.260333025011,3.84222652797,3.77558726249,occupied
71.5223521739,0.360757346327,4.03528081222,3.90164166156,occupied
71.6046859504,0.0823337765002,3.38821218977,3.76705912836,occupied
71.1392382671,-0.465447683265,3.04730076347,3.57825507336,occupied
71.0485179856,-0.0907202815366,3.615129798,3.52148089086,occupied
70.8711863799,-0.177331605683,3.64408774558,3.4236826242,occupied
70.9346192308,0.063432850841,3.84070366044,3.53680549187,occupied
70.226968,-0.707651230769,3.89941178745,3.74983324787,occupied
69.8509920319,-0.375975968127,4.67551525203,4.01492961138,occupied
69.9105219124,0.059529880478,5.71803843871,4.53341728466,occupied
69.3764761905,-0.534045721874,5.66372123841,4.98917167915,occupied
69.3075183824,-0.0689578081232,5.43480942472,5.37302108847,occupied
69.1895335689,-0.117984813448,5.1513585065,5.49198190208,occupied
69.1491459075,-0.0403876614313,4.74022891665,5.24752952157,occupied
68.4653024911,-0.68384341637,2.96974172235,4.57403464256,occupied
68.945080292,0.479777800868,3.36387409019,4.05630080892,occupied
68.5772461538,-0.367834138125,3.05887981001,3.5331811348,occupied
68.2570579151,-0.320188238788,2.97601644816,3.09212801768,occupied
67.9448807692,-0.312177145827,2.80658874772,3.05133977402,occupied
67.4810804598,-0.463800309461,2.47956690799,2.83026297847,occupied
66.627164794,-0.853915665763,1.19322679456,2.36384972461,occupied
66.446070922,-0.181093872022,1.70348984956,2.04571807496,occupied
66.7202597865,0.274188864491,2.63914962632,2.00385829461,occupied
67.0962846975,0.376024911032,3.04293913442,2.14470135122,occupied
67.9529252669,0.856640569395,3.20713453515,2.64817828636,occupied
68.9591571429,1.00623187595,3.58796800006,3.11929782399,occupied
70.0754802867,1.11632314388,3.22886437129,3.26672651023,occupied
70.4546330935,0.379152806787,2.78298401947,3.20173773149,occupied
71.012534296,0.557901202504,2.72904397241,3.08221509081,occupied
71.2060072993,0.193473003241,2.92476864617,2.91641525234,occupied
70.6666875,-0.53931979927,3.34637452905,2.94579279178,occupied
70.0619479554,-0.60473954461,3.76225488579,3.19061050836,occupied
69.3670992647,-0.694848690684,3.95991994604,3.49832950176,occupied
68.6887977941,-0.678301470588,4.09533951387,3.79097221869,occupied
67.8852472727,-0.80355052139,3.90019878082,3.92942828163,occupied
67.6893046595,-0.195942613229,3.49749260602,3.86323771169,occupied
67.8055283688,0.116223709296,3.18707749542,3.67002709903,occupied
68.508886121,0.703357752202,3.22632243338,3.45277282891,occupied
68.8833758865,0.374489765528,2.42422416114,3.08377917399,occupied
69.5380960854,0.654720198884,2.07477768207,2.728100443,occupied
70.2050177936,0.666921708185,1.98433690518,2.42741529544,occupied
70.2274142857,0.0223964921198,1.81535317213,2.07467298013,occupied
69.8679464286,-0.359467857143,1.6302089386,1.8761691745,occupied
70.0184136691,0.150467240493,3.46161190173,2.22287772941,occupied
69.9324419476,-0.0859717214992,3.7667525142,2.66848163167,occupied
69.7071902985,-0.225251649058,3.81790980194,3.16912078912,occupied
70.0034813433,0.296291044776,4.02192490339,3.76704978032,occupied
70.2968101266,0.293328783299,4.79096276304,4.09938749564,occupied
70.5581690821,0.261358955543,6.25641605396,4.72180338058,occupied
70.6107351598,0.0525660776917,5.99858095858,5.26697116974,occupied
71.1621666667,0.551431506849,6.96227690435,6.00205916998,occupied
70.8116610169,-0.350505649718,7.8141601573,6.75785851855,occupied
70.8390483092,0.0273872922296,7.06002949385,6.95876187852,occupied
71.4221991701,0.583150860946,4.72882141696,6.64132199312,occupied
71.8670962343,0.444897064185,4.751963392,6.08874361503,occupied
71.8424769231,-0.0246193112326,3.5125366489,5.01333773793,occupied
72.0588546099,0.216377686852,2.3637329207,3.83926359464,occupied
72.3399323843,0.281077774413,1.82741248737,3.11391136224,occupied
71.8719857143,-0.467946670056,2.36992682005,2.51840221926,occupied
71.5388918919,-0.333093822394,3.31209085171,2.46829076996,occupied
71.2179146341,-0.320977257745,3.70239727921,2.80295685958,occupied
71.4265260664,0.208611432204,5.0187201701,3.60078378027,occupied
72.3627030303,0.936176963952,8.04801656994,5.02030621774,occupied
73.5717,1.2089969697,11.6637300617,7.10821602023,occupied
72.071,-1.5007,9.51772811781,8.56204872988,occupied
72.4983064516,0.427306451613,8.68387203002,9.47833669486,occupied
71.89868125,-0.599625201613,6.79759306493,9.16573081861,occupied
71.1541527094,-0.74452854064,4.39289883782,7.34802301265,occupied
71.1904206009,0.0362678914988,3.62698517033,5.87533727578,occupied
71.5163803419,0.325959741022,3.64964032513,4.61677934955,occupied
71.7612165354,0.244836193553,5.2309607515,4.22512127119,occupied
72.0402031873,0.278986651818,5.24263507509,4.43755533051,occupied
71.7141338583,-0.326069328983,4.37795595068,4.6252980256,occupied
71.7455441176,0.0314102593794,4.01121880028,4.71569264439,occupied
71.8705516014,0.125007483776,3.88728883005,4.37977466403,occupied
71.7985019305,-0.0720496709215,1.58139942778,3.4644657522,occupied
71.6385823755,-0.159919555023,1.53592920946,2.75395906689,occupied
72.0894314516,0.450849076134,4.5187125396,2.88083250172,occupied
71.8954915966,-0.193939854974,4.74128920649,3.09433259583,occupied
71.2017894737,-0.693702122954,5.75920098009,4.13878298391,occupied
70.873048583,-0.328740890688,5.57167059044,5.14771832915,occupied
70.633582996,-0.239465587044,5.65299669865,5.43128936892,occupied
69.9678227848,-0.665760211141,5.73463491684,5.67962579651,occupied
69.0014148472,-0.966407937649,6.00674143848,5.7415109111,occupied
68.9999130435,-0.00150180368334,5.56867644944,5.74076237585,occupied
68.5062727273,-0.493640316205,6.41802065377,5.93201836463,occupied
67.4326027397,-1.07366998755,4.47975767716,5.61829905471,occupied
66.3487918552,-1.08381088452,5.25494438446,5.43034979121,occupied
66.0455774059,-0.303214449346,5.18607282821,5.3346988859,occupied
64.5028162393,-1.54276116654,5.90885394838,5.20740720955,occupied
61.6982831858,-2.80453305348,5.82929514774,5.5447915772,occupied
60.0815657895,-1.61671739637,5.87660014089,5.7002055163,occupied
60.69328,0.611714210526,6.59687902002,6.05290706426,occupied
61.0136356275,0.32035562753,7.42157947689,6.43108844638,occupied
63.2589363296,2.24530070206,8.39053796879,7.07139915165,occupied
65.5212846715,2.26234834194,6.40795761974,7.20423852136,occupied
67.449113879,1.92782920747,5.21017005904,6.85756128111,occupied
68.544775,1.095661121,3.42469977065,5.85834135456,occupied
68.8153835125,0.270608512545,1.40008972473,4.11072929354,occupied
68.8687246377,0.0533411251363,1.54697563837,2.8954837982,occupied
68.5363333333,-0.332391304348,3.34237006674,2.42853380012,occupied
67.1432362869,-1.39309704641,4.90685688118,2.79907307775,occupied
65.8872819383,-1.25595434859,5.46584412104,3.81551167683,occupied
66.0747268722,0.187444933921,5.93600842506,4.91276987351,occupied
64.4151576577,-1.65956921459,6.29196049251,5.65016747995,occupied
63.166328125,-1.24882953266,5.78278003323,5.86914826796,occupied
63.3215,0.155171875,5.48142462555,5.87304339409,occupied
62.8562380952,-0.465261904762,5.6565709599,5.8031840278,occupied
60.8004467005,-2.05579139473,4.95550787811,5.4690708742,occupied
61.7362057416,0.935759041119,5.3747996305,5.36707577352,occupied
63.068340249,1.33213450734,5.38789614789,5.3436936541,occupied
64.2541673307,1.18582708171,5.53431567982,5.31312983408,occupied
65.7866925926,1.53252526192,4.98716652927,5.32104449687,occupied
60.6226268657,-5.16406572692,0.47884943657,4.09705694839,occupied
60.7580530303,0.135426164631,0.60721664223,2.90188707197,occupied
60.647994898,-0.110058132344,0.561502467035,1.65868376878,occupied
60.6569688716,0.00897397363615,0.567613320703,0.553795466635,occupied
60.64496875,-0.0120001215953,1.01983211429,0.689041136065,occupied
60.9053757962,0.260407046178,1.62225269918,0.942800150302,occupied
60.6612207792,-0.244155016958,4.20412861952,1.85345668842,occupied
60.2881324503,-0.37308832889,4.39941955198,2.81140824624,occupied
59.6147491639,-0.673383286452,4.72740996109,3.73830270794,occupied
58.2484,-1.36634916388,3.6257689791,4.23918177792,occupied
57.4029072165,-0.845492783505,3.75055138314,4.12578746883,occupied
57.0626214286,-0.340285787923,3.88844864988,3.9980447433,occupied
56.8457953668,-0.216826061776,4.33967839704,3.90111185229,occupied
56.537582996,-0.308212370844,4.40076925004,4.09486192002,occupied
56.3682320675,-0.169350928441,4.75480775701,4.34592601349,occupied
54.73345,-1.63478206751,4.29393799194,4.44729834901,occupied
53.3229683794,-1.41048162055,4.83925759332,4.57219314808,occupied
52.5174522059,-0.805516173564,3.99226609871,4.47006736025,occupied
51.8653014184,-0.652150787443,3.55130638254,4.16919201663,occupied
51.5771020408,-0.288199377623,3.05268707512,3.85887928742,occupied
51.5289112628,-0.0481907780177,3.35180668195,3.48701655958,occupied
51.7997979452,0.270886682407,2.73344920701,3.17231233666,occupied
51.657739726,-0.142058219178,2.7864769836,2.98110498692,occupied
51.7911952055,0.133455479452,2.90496152175,2.94417359858,occupied
52.7449034483,0.953708242796,3.92938175724,3.0885673674,occupied
53.7733425606,1.02843911228,4.25499774085,3.46895450086,occupied
53.8089724138,0.0356298532395,3.76240618537,3.7129368013,occupied
54.1434914089,0.334518995142,3.809115452,3.93897528386,occupied
54.2913058419,0.14781443299,3.92089513697,3.9368536288,occupied
53.5199109589,-0.77139488302,3.60686251494,3.77481982232,occupied
52.3838805461,-1.13603041283,3.17542398896,3.62807427322,occupied
52.9801316726,0.596251126523,3.37887317657,3.52051370436,occupied
53.3849503546,0.404818682012,3.54950133398,3.42766525361,occupied
53.3769293286,-0.00802102598804,3.37195825661,3.36893918903,occupied
53.534360424,0.157431095406,3.20532616437,3.37641473288,occupied
53.8509468085,0.316586384482,2.9978678035,3.28116338962,occupied
53.1152755102,-0.735671298307,3.22823352973,3.20084643855,occupied
52.2204358108,-0.894839699393,2.95466565764,3.09652328881,occupied
51.7725439189,-0.447891891892,3.09231081135,3.06826945055,occupied
51.0256689189,-0.746875,3.02185235455,3.07426558832,occupied
50.4522272727,-0.573441646192,2.83259408616,2.97535572742,occupied
50.2755052632,-0.176722009569,2.74914265332,2.92397497635,occupied
50.1305105634,-0.144994699778,2.70007148379,2.82591514446,occupied
49.8566232394,-0.273887323944,2.42183152277,2.67590993651,occupied
49.9627915194,0.106168279998,3.13969331785,2.75268474443,occupied
50.1586842105,0.195892691092,3.20167729896,2.86581840584,occupied
50.2101666667,0.0514824561403,3.71496103307,3.11954079316,occupied
49.8985488215,-0.311617845118,3.97908506203,3.50885417798,occupied
49.6864579125,-0.212090909091,4.16267093786,3.76459858298,occupied
49.482020202,-0.204437710438,3.61177100186,3.86712200871,occupied
49.1990637584,-0.282956443631,3.40482621606,3.78958830445,occupied
48.9133344482,-0.285729310229,2.56535855426,3.43615667751,occupied
48.9832271186,0.0698926704835,1.93748297143,2.8798596859,occupied
49.051024055,0.0677969363388,1.15264621607,2.26507848946,occupied
49.0916089965,0.040584941557,1.17653232652,1.70800501707,occupied
49.1207395833,0.0291305867935,1.79424520392,1.51522667948,occupied
49.0989581882,-0.02178139518,2.17747144811,1.57522379866,occupied
49.3728854167,0.273927228513,2.71417147683,1.96560511385,occupied
49.2871609589,-0.0857244577625,2.95179167878,2.40941995191,occupied
48.9934946996,-0.293666259257,3.86849756546,2.92798304229,occupied
48.747697417,-0.245797282672,3.66856535345,3.30075651863,occupied
48.5756572581,-0.17204015891,3.65784582513,3.53667510571,occupied
48.413233871,-0.162423387097,3.2740474094,3.61723903836,occupied
48.4443104839,0.0310766129032,3.02458712215,3.40626142753,occupied
48.5526588235,0.108348339658,1.30968946148,2.81654245454,occupied
48.6916826568,0.139023833297,1.17601667711,2.19608516754,occupied
48.6733636364,-0.0183190204629,0.955124436059,1.6163544242,occupied
48.8102705479,0.136906911582,1.85673909885,1.32439241837,occupied
48.9871683849,0.176897836935,2.10500728539,1.52322187435,occupied
48.7956928328,-0.191475552115,2.16448856495,1.77033984631,occupied
48.7902081911,-0.00548464163822,2.4640419936,2.1475692357,occupied
48.8968522337,0.106644042551,4.5201236818,2.81341538144,occupied
48.5485787671,-0.348273466554,4.1906556398,3.33482747004,occupied
47.9974914676,-0.551087299546,2.96005300954,3.53371858118,occupied
48.1311472603,0.133655792697,4.28516040539,3.98899818413,occupied
48.0512979452,-0.0798493150685,4.51877254153,3.98866039906,occupied
48.0478372881,-0.00346065706989,2.42951980515,3.5483764404,occupied
48.0332727273,-0.0145645608628,3.66473555096,3.72454707576,occupied
48.1910774411,0.157804713805,3.64457010553,3.56439950079,occupied
48.3949360269,0.203858585859,3.53597410113,3.31869989069,occupied
48.5075898305,0.112653803572,2.90444335609,3.43743077843,occupied
48.5321535836,0.0245637531093,2.89196977954,3.24423933557,occupied
48.5995324232,0.0673788395904,2.04056000316,2.84323680998,occupied
48.7151678082,0.115635385011,2.05507675192,2.47301247268,occupied
48.7400308219,0.0248630136986,2.01923988346,2.25171160452,occupied
48.7765510204,0.0365201984903,1.95985643301,2.01868326789,occupied
48.6839455782,-0.0926054421768,2.45917834799,2.12333785409,occupied
48.7734129693,0.089467391052,1.65058503849,2.02221492574,occupied
48.7106054422,-0.0628075271064,1.66673241896,1.93408805961,occupied
49.1151740614,0.404568619257,2.26629636019,2.01069804141,occupied
49.4905404412,0.375366379743,2.78165566294,2.09131737014,occupied
49.2136996337,-0.276840807477,2.83977592282,2.38861509123,occupied
49.8174117647,0.603712131006,3.21535274065,2.77577017165,occupied
50.2834573643,0.466045599635,3.4756878277,3.07811803852,occupied
50.0771395349,-0.206317829457,3.48154299225,3.25308987085,occupied
50.3313857143,0.254246179402,4.46075191772,3.65833386958,occupied
51.1505678571,0.819182142857,2.40004752396,3.45450756541,occupied
50.9806537102,-0.169914146895,2.51851314494,3.21521389472,occupied
51.0640405405,0.0833868302932,2.1997915275,2.89477602853,occupied
51.4204882155,0.356447674948,1.72978900663,2.21203530076,occupied
51.5786936027,0.158205387205,1.5838533506,2.00798675742,occupied
51.7231717172,0.144478114478,1.64616145049,1.78989883381,occupied
52.0674372881,0.344265570964,0.633432122415,1.39830898253,occupied
52.1767108844,0.109273596218,0.575421188447,1.10971702799,occupied
52.2787303754,0.102019491073,0.569171097911,0.856046464816,occupied
52.3969522184,0.118221843003,0.492229994588,0.56756360084,occupied
52.3160102389,-0.0809419795222,0.45196370236,0.522196495826,occupied
52.3781932203,0.0621829814311,0.495281820367,0.502161653807,occupied
52.5753728814,0.197179661017,0.515297777273,0.488693323647,occupied
52.5084542373,-0.0669186440678,0.55799808942,0.505135347355,occupied
52.4914813559,-0.0169728813559,0.519362926229,0.521985153322,occupied
52.5464013605,0.054920004612,0.791991951556,0.596162686119,occupied
52.3590544218,-0.187346938776,0.798456610897,0.666952394526,occupied
52.2897653061,-0.0692891156463,0.756217605982,0.716507273666,occupied
52.4887517007,0.198986394558,0.793513827296,0.785044998933,occupied
52.5157808219,0.0270291212375,0.821190778954,0.792344705782,occupied
52.563739726,0.0479589041096,0.604370167796,0.743823095007,occupied
52.7522395833,0.188499857306,0.616352116851,0.708856722724,occupied
52.6309201389,-0.121319444444,0.662298282125,0.676052836432,occupied
52.5861245675,-0.0447955714148,0.638311976132,0.630333135726,occupied
52.5722068966,-0.0139176709223,0.619240380698,0.634050688952,occupied
52.4433551724,-0.128851724138,0.604960081663,0.631202680155,occupied
52.3170958904,-0.126259282003,2.04791141054,0.977605962258,occupied
52.2585017065,-0.0585941839263,2.06798765037,1.33502488082,occupied
52.1601535836,-0.0983481228669,2.33115018358,1.76300233154,occupied
51.5654911661,-0.59466241754,2.97269955204,2.35493719913,occupied
51.5072259414,-0.0582652246552,4.65640278884,3.00706004371,occupied
50.4435714286,-1.06365451285,5.01459453318,3.74371176441,occupied
46.0867746479,-4.35679678068,7.38924178432,5.00823466459,occupied
43.9651157895,-2.12165885841,6.90886854934,5.99227691392,occupied
44.2270693069,0.261953517457,6.75359263413,6.51657437524,occupied
43.247450237,-0.979619069964,6.69265893997,6.93609047694,occupied
40.5787533632,-2.66869687374,8.42501060427,7.19503268193,occupied
42.0321682692,1.453414906,9.81085516547,7.92052933596,occupied
36.4717288889,-5.56043938034,13.6292253862,9.63943752397,occupied
29.3115362319,-7.160192657,12.8565939878,11.1804212859,occupied
20.6225666667,-8.68896956522,4.85857159368,10.2888115333,occupied
19.2612157895,-1.36135087719,3.73520559215,8.76989913996,occupied
18.1374705882,-1.12374520124,1.56336826168,5.75343485884,occupied
37.3415730337,19.2041024455,16.8193381242,6.74412089294,occupied
40.602463035,3.26089000131,15.4714259334,9.39733447787,occupied
48.9840629921,8.38159995711,8.0859808567,10.485028294,occupied
49.9778461538,0.99378316172,3.70415290669,11.0202244553,occupied
49.0820153846,-0.895830769231,4.03140907465,7.82324219287,occupied
48.2413620072,-0.840653377447,4.01726919239,4.95970300761,occupied
47.6255675676,-0.615794439601,3.83087452805,3.89592642545,occupied
46.4090372881,-1.21653027943,3.88177393726,3.94033168309,occupied
45.8697804878,-0.539256800331,4.01670409245,3.93665543754,occupied
45.5202027491,-0.349577738664,3.19574009292,3.73127316267,occupied
45.6136116838,0.0934089347079,4.32769570809,3.85547845768,occupied
45.2204981413,-0.393113542585,5.24067905665,4.19520473753,occupied
44.654739777,-0.565758364312,5.37646735049,4.53514555204,occupied
44.8860797101,0.231339933193,5.19480888869,5.03491275098,occupied
45.5143134921,0.628233781919,5.26543651317,5.26934795225,occupied
43.5571074766,-1.95720601543,7.40136591775,5.80951966752,occupied
45.3746212766,1.81751379996,7.96917081052,6.45769553253,occupied
44.2990663507,-1.07555492588,11.7465189816,8.09562305577,occupied
46.0185804878,1.71951413709,13.5790988132,10.1740386308,occupied
46.9018468468,0.883266359042,13.280606501,11.6438487766,occupied
48.6359173228,1.73407047599,10.0618874504,12.1670279366,occupied
48.4491067194,-0.186810603467,9.766292052,11.6719712041,occupied
50.7274468864,2.27834016708,3.94257203274,9.26283950904,occupied
50.4934475524,-0.233999333999,4.0930509912,6.96595063158,occupied
50.1937894737,-0.299658078763,3.92951790191,5.43285824446,occupied
49.9049494949,-0.288839978735,3.4383265602,3.85086687151,occupied
50.1600505051,0.255101010101,2.75199155051,3.55322175095,occupied
50.356852349,0.196801843943,2.91931142976,3.25978686059,occupied
50.5214662162,0.164613867223,3.89072137604,3.25008772913,occupied
50.5046376812,-0.0168285350568,3.99701474957,3.38975977647,occupied
50.3586269231,-0.146010758083,4.26135924117,3.76710169913,occupied
49.9385787402,-0.420048182919,4.26865963075,4.10443874938,occupied
49.3861865079,-0.552392232221,4.59818427972,4.2813044753,occupied
49.0,-0.386186507937,2.95327312897,4.02036907015,occupied
48.8264789272,-0.173521072797,2.82409184255,3.66105222049,occupied
48.3361152416,-0.490363685567,2.79881087318,3.2935900311,occupied
47.7924014085,-0.543713833185,2.85467253711,2.85771209545,occupied
46.962195122,-0.8302062865,3.32872291975,2.95157454315,occupied
46.3505066667,-0.611688455285,3.02732458624,3.00238272907,occupied
45.7506521739,-0.599854492754,2.71390029876,2.98115508547,occupied
45.5093411371,-0.241311036789,3.02464627207,3.02364851921,occupied
45.5102684564,0.000927319252071,3.03318938526,2.94976513559,occupied
45.6591006711,0.148832214765,1.58940522194,2.59028529451,occupied
45.6434765101,-0.0156241610738,1.63245652031,2.3199243499,occupied
