time,prev_state,avg_diff, std_diff, new_state
727,occupied_away,0.521257937531,-0.19276868008,occupied_away
739,occupied_away,25.3922855971,0.0958778027267,chair_away
745,chair_away,0.178432300926,-0.0200174610605,chair_away
751,chair_away,0.138271151701,0.0310313371218,chair_away
757,chair_away,-0.0366542406241,-0.0505695976831,chair_away
763,chair_away,-0.150517913011,0.145658382094,chair_away
769,chair_away,-0.268465706018,0.0130878290979,chair_away
775,chair_away,0.283027684234,0.0546254901544,chair_away
797,chair_away,-30.572349469,4.82927606269,occupied_away
803,occupied_away,-6.15188534028,-0.384443973106,occupied_away
809,occupied_away,-1.84768964051,-4.73397716683,occupied_away
815,occupied_away,12.5557070296,0.73716184586,occupied_away
821,occupied_away,-0.26931566508,-0.778577183727,occupied_away
827,occupied_away,0.245488637376,0.0889516780481,occupied_away
839,occupied_away,25.3385419095,-0.0771904260541,chair_away
845,chair_away,0.0646884036415,0.0794562355007,chair_away
851,chair_away,0.0560210982876,-0.0621797656145,chair_away
857,chair_away,-0.345962229926,-0.019359503999,chair_away
875,chair_away,-38.1604181805,1.07535671534,chair_close
881,chair_close,-2.65291482971,-1.17718221855,chair_close
887,chair_close,0.122739008167,0.0979266266591,chair_close
893,chair_close,-0.025901624878,-0.0844783854782,chair_close
899,chair_close,-0.0734869539073,-0.00301494428002,chair_close
905,chair_close,-0.0254279606875,-0.00861817646682,chair_close
911,chair_close,-0.0735787095379,-0.0626529725079,chair_close
938,chair_close,0.658409311916,0.0185792769233,chair_close
944,chair_close,-0.127691005398,0.0559919606371,chair_close
