time,distance
1464296269.77,63.218
1464296269.78,63.782
1464296269.8,63.23
1464296269.82,63.676
1464296269.83,63.3
1464296269.85,63.251
1464296269.86,63.198
1464296269.88,63.676
1464296269.9,63.23
1464296269.91,63.235
1464296269.93,63.594
1464296269.94,63.251
1464296269.96,63.627
1464296269.98,63.251
1464296269.99,63.611
1464296270.01,63.145
1464296270.03,63.729
1464296270.04,63.251
1464296270.06,61.91
1464296270.08,63.59
1464296270.09,63.214
1464296270.11,63.218
1464296270.12,63.23
1464296270.14,63.627
1464296270.16,63.214
1464296270.17,63.23
1464296270.19,63.263
1464296270.21,63.198
1464296270.22,63.214
1464296270.24,63.762
1464296270.25,64.056
1464296270.27,63.247
1464296270.29,63.214
1464296270.3,63.729
1464296270.32,63.284
1464296270.34,63.643
1464296270.35,63.627
1464296270.37,63.251
1464296270.38,63.198
1464296270.4,63.263
1464296270.42,63.267
1464296270.43,63.676
1464296270.45,63.251
1464296270.46,63.676
1464296270.48,63.214
1464296270.5,63.316
1464296270.51,63.709
1464296270.53,63.23
1464296270.55,63.574
1464296270.56,63.3
1464296270.58,63.627
1464296270.59,63.267
1464296270.61,63.23
1464296270.63,63.198
1464296270.64,64.073
1464296270.66,63.68
1464296270.67,63.247
1464296270.69,63.611
1464296270.71,63.267
1464296270.72,62.785
1464296270.74,63.198
1464296270.75,63.643
1464296270.77,63.692
1464296270.79,63.23
1464296270.8,63.627
1464296270.82,63.3
1464296270.83,63.267
1464296270.85,63.713
1464296270.87,63.607
1464296270.88,63.729
1464296270.9,63.987
1464296270.92,62.772
1464296270.93,63.713
1464296270.95,64.073
1464296270.96,63.647
1464296270.98,62.891
1464296271.0,63.692
1464296271.01,63.235
1464296271.03,63.66
1464296271.05,63.643
1464296271.06,63.251
1464296271.08,63.664
1464296271.09,64.056
1464296271.11,63.643
1464296271.12,63.247
1464296271.14,63.161
1464296271.16,63.149
1464296271.17,63.643
1464296271.19,63.165
1464296271.2,63.214
1464296271.22,63.128
1464296271.24,63.181
1464296271.25,62.822
1464296271.27,63.23
1464296271.29,63.3
1464296271.3,63.627
1464296271.32,63.643
1464296271.33,63.198
1464296271.35,63.247
1464296271.37,63.574
1464296271.38,63.149
1464296271.4,63.267
1464296271.41,63.128
1464296271.43,63.091
1464296271.44,63.611
1464296271.46,63.23
1464296271.48,63.697
1464296271.49,63.235
1464296271.51,63.247
1464296271.52,63.32
1464296271.54,63.284
1464296271.56,63.66
1464296271.57,64.11
1464296271.59,64.142
1464296271.61,63.369
1464296271.62,64.122
1464296271.64,63.746
1464296271.65,64.175
1464296271.67,63.831
1464296271.69,63.746
1464296271.7,63.091
1464296271.72,63.063
1464296271.73,63.472
1464296271.75,63.954
1464296271.77,64.089
1464296271.78,64.159
1464296271.8,64.191
1464296271.81,63.917
1464296271.83,64.433
1464296271.85,64.093
1464296271.86,64.723
1464296271.88,65.328
1464296271.9,66.146
1464296271.91,66.972
1464296271.93,66.767
1464296271.95,66.575
1464296271.97,66.387
1464296271.98,66.457
1464296272.0,67.655
1464296272.02,67.606
1464296272.04,68.223
1464296272.05,72.974
1464296272.25,38.587
1464296272.45,43.493
1464296272.65,89.988
1464296272.85,52.477
1464296272.86,56.288
1464296272.88,93.141
1464296272.9,55.67
1464296272.91,55.768
1464296272.93,55.993
1464296272.94,56.512
1464296272.96,56.267
1464296272.97,55.911
1464296272.99,56.905
1464296273.01,56.512
1464296273.03,56.202
1464296273.04,57.024
1464296273.06,56.234
1464296273.07,56.578
1464296273.09,56.561
1464296273.11,57.42
1464296273.12,57.007
1464296273.14,57.003
1464296273.15,57.436
1464296273.17,57.486
1464296273.18,57.878
1464296273.2,57.367
1464296273.21,58.07
1464296273.23,57.314
1464296273.24,57.351
1464296273.26,57.351
1464296273.28,57.743
1464296273.29,56.545
1464296273.31,57.4
1464296273.32,57.387
1464296273.34,56.578
1464296273.36,62.204
1464296273.37,57.318
1464296273.39,56.921
1464296273.41,56.459
1464296273.42,56.439
1464296273.44,56.39
1464296273.45,56.696
1464296273.47,56.251
1464296273.48,56.615
1464296273.5,56.148
1464296273.51,56.611
1464296273.53,56.525
1464296273.54,56.561
1464296273.56,56.202
1464296273.57,56.476
1464296273.59,55.654
1464296273.61,55.547
1464296273.62,56.492
1464296273.64,55.977
1464296273.66,56.594
1464296273.67,55.515
1464296273.69,55.997
1464296273.7,55.535
1464296273.72,55.498
1464296273.73,55.462
1464296273.75,55.445
1464296273.76,55.842
1464296273.78,55.036
1464296273.79,55.016
1464296273.81,27.563
1464296273.82,55.396
1464296273.84,54.21
1464296273.85,54.157
1464296273.87,55.0
1464296273.88,54.983
1464296273.9,55.016
1464296273.92,56.938
1464296273.93,56.631
1464296273.95,55.032
1464296273.96,56.255
1464296273.98,55.0
1464296274.0,92.372
1464296274.01,54.591
1464296274.03,54.145
1464296274.04,56.267
1464296274.06,54.676
1464296274.08,94.494
1464296274.09,93.672
1464296274.11,54.194
1464296274.13,52.943
1464296274.14,56.766
1464296274.16,50.935
1464296274.17,52.325
1464296274.19,54.243
1464296274.2,54.141
1464296274.22,55.478
1464296274.23,53.699
1464296274.25,54.983
1464296274.45,50.265
1464296274.46,55.478
1464296274.48,54.57
1464296274.49,53.323
1464296274.51,53.748
1464296274.52,56.803
1464296274.54,57.179
1464296274.55,56.803
1464296274.57,150.7
1464296274.59,56.889
1464296274.61,114.803
1464296274.64,116.913
1464296274.66,115.883
1464296274.86,51.859
1464296275.06,59.579
1464296275.26,43.031
1464296275.45,52.53
1464296275.47,60.266
1464296275.49,59.579
1464296275.5,59.53
1464296275.52,59.628
1464296275.53,60.524
1464296275.55,60.18
1464296275.56,60.25
1464296275.58,59.869
1464296275.59,58.978
1464296275.61,59.064
1464296275.62,24.321
1464296275.64,59.526
1464296275.65,60.847
1464296275.85,43.923
1464296276.05,59.252
1464296276.07,60.094
1464296276.08,60.025
1464296276.1,60.062
1464296276.11,59.595
1464296276.13,67.127
1464296276.15,61.292
1464296276.17,112.947
1464296276.19,60.916
1464296276.2,62.135
1464296276.22,60.319
1464296276.23,62.135
1464296276.25,43.236
1464296276.27,129.928
1464296276.29,129.961
1464296276.3,61.726
1464296276.32,61.276
1464296276.33,61.705
1464296276.35,100.791
1464296276.37,129.912
1464296276.39,107.599
1464296276.59,44.332
1464296276.78,64.841
1464296276.98,64.895
1464296277.18,54.758
1464296277.2,62.286
1464296277.39,55.118
1464296277.41,67.499
1464296277.61,78.359
1464296277.8,36.681
1464296278.0,36.342
1464296278.2,35.827
1464296278.21,64.743
1464296278.23,63.423
1464296278.24,57.056
1464296278.26,57.089
1464296278.27,63.508
1464296278.29,57.502
1464296278.3,57.522
1464296278.32,57.469
1464296278.33,57.469
1464296278.34,57.453
1464296278.36,57.436
1464296278.38,64.776
1464296278.39,64.743
1464296278.41,64.244
1464296278.42,58.929
1464296278.44,56.095
1464296278.45,56.954
1464296278.47,56.954
1464296278.48,56.578
1464296278.49,56.132
1464296278.51,57.829
1464296278.52,56.578
1464296278.54,56.112
1464296278.55,56.185
1464296278.57,56.132
1464296278.58,56.525
1464296278.6,56.063
1464296278.61,57.024
1464296278.63,56.095
1464296278.64,56.116
1464296278.66,56.218
1464296278.67,56.083
1464296278.69,56.578
1464296278.7,56.561
1464296278.72,56.132
1464296278.73,56.561
1464296278.75,56.958
1464296278.76,57.024
1464296278.78,66.407
1464296278.79,57.845
1464296278.81,56.991
1464296278.82,66.371
1464296278.84,56.954
1464296278.85,57.469
1464296278.87,57.539
1464296278.88,57.212
1464296278.9,57.469
1464296278.91,56.611
1464296278.93,60.094
1464296278.94,57.866
1464296278.96,57.862
1464296278.97,57.453
1464296278.99,66.387
1464296279.0,57.432
1464296279.02,57.502
1464296279.03,57.436
1464296279.05,64.707
1464296279.06,64.261
1464296279.08,65.132
1464296279.09,57.796
1464296279.11,64.224
1464296279.12,65.941
1464296279.14,64.653
1464296279.15,57.915
1464296279.17,64.261
1464296279.18,65.152
1464296279.2,64.707
1464296279.21,64.261
1464296279.23,64.67
1464296279.24,65.05
1464296279.26,64.625
1464296279.28,64.686
1464296279.29,65.013
1464296279.31,64.261
1464296279.32,57.849
1464296279.34,64.261
1464296279.35,63.885
1464296279.37,64.621
1464296279.38,64.212
1464296279.4,64.588
1464296279.42,64.637
1464296279.43,64.67
1464296279.45,63.799
1464296279.46,64.67
1464296279.48,64.743
1464296279.49,57.882
1464296279.51,63.316
1464296279.52,63.369
1464296279.54,64.159
1464296279.55,63.885
1464296279.57,63.778
1464296279.58,45.636
1464296279.6,64.228
1464296279.61,64.261
1464296279.63,56.611
1464296279.64,63.729
1464296279.66,63.799
1464296279.67,64.657
1464296279.69,64.277
1464296279.71,64.707
1464296279.72,63.369
1464296279.74,64.707
1464296279.75,63.831
1464296279.77,64.69
1464296279.78,64.621
1464296279.8,64.674
1464296279.81,64.776
1464296279.83,63.778
1464296279.85,64.637
1464296279.86,63.402
1464296279.88,63.435
1464296279.89,64.261
1464296279.91,64.707
1464296279.92,64.195
1464296279.94,57.845
1464296279.95,57.383
1464296279.97,63.369
1464296279.99,63.831
1464296280.0,63.455
1464296280.02,63.406
1464296280.03,64.621
1464296280.05,57.78
1464296280.06,63.353
1464296280.08,64.723
1464296280.09,63.815
1464296280.11,64.277
1464296280.13,64.244
1464296280.14,57.416
1464296280.16,63.419
1464296280.17,56.974
1464296280.19,55.498
1464296280.2,64.244
1464296280.22,64.739
1464296280.24,63.901
1464296280.25,64.743
1464296280.27,63.815
1464296280.28,64.674
1464296280.3,63.848
1464296280.31,64.277
1464296280.33,64.33
1464296280.34,57.453
1464296280.36,64.727
1464296280.38,64.208
1464296280.39,57.915
1464296280.41,64.294
1464296280.42,64.294
1464296280.44,64.208
1464296280.45,64.653
1464296280.47,64.261
1464296280.48,64.224
1464296280.5,65.185
1464296280.51,64.208
1464296280.53,64.281
1464296280.55,64.76
1464296280.56,64.314
1464296280.58,64.723
1464296280.59,50.334
1464296280.61,64.244
1464296280.63,64.261
1464296280.64,64.277
1464296280.66,64.31
1464296280.67,64.277
1464296280.69,64.228
1464296280.7,63.799
1464296280.72,64.347
1464296280.73,64.261
1464296280.75,64.67
1464296280.76,64.261
1464296280.78,64.657
1464296280.8,64.228
1464296280.81,64.261
1464296280.83,64.175
1464296280.84,64.743
1464296280.86,64.637
1464296280.88,64.69
1464296280.89,65.156
1464296280.91,64.674
1464296280.92,64.588
1464296281.12,37.094
1464296281.32,37.008
1464296281.52,37.041
1464296281.71,36.17
1464296281.91,37.094
1464296282.11,19.414
1464296282.13,65.173
1464296282.14,64.723
1464296282.16,64.813
1464296282.17,65.066
1464296282.19,64.756
1464296282.21,65.07
1464296282.41,36.133
1464296282.43,145.45
1464296282.44,65.905
1464296282.46,65.995
1464296282.47,66.027
1464296282.49,65.995
1464296282.5,66.865
1464296282.52,65.463
1464296282.54,65.941
1464296282.55,65.958
1464296282.57,65.119
1464296282.58,65.034
1464296282.6,64.588
1464296282.61,43.526
1464296282.63,65.909
1464296282.64,65.496
1464296282.66,65.41
1464296282.68,65.925
1464296282.69,65.905
1464296282.89,36.031
1464296282.9,65.549
1464296282.92,66.784
1464296282.94,68.513
1464296282.95,69.871
1464296282.97,65.733
1464296282.98,68.53
1464296283.0,67.777
1464296283.02,88.823
1464296283.03,64.379
1464296283.05,65.152
1464296283.06,66.559
1464296283.08,66.457
1464296283.1,68.121
1464296283.11,70.451
1464296283.13,61.534
1464296283.14,61.914
1464296283.16,61.996
1464296283.18,62.752
1464296283.19,62.789
1464296283.39,35.929
1464296283.4,62.081
1464296283.42,42.12
1464296283.44,62.817
1464296283.45,62.188
1464296283.47,62.511
1464296283.48,62.564
1464296283.5,62.049
1464296283.51,62.069
1464296283.53,62.032
1464296283.55,62.511
1464296283.56,62.065
1464296283.58,62.049
1464296283.59,62.049
1464296283.61,62.098
1464296283.62,35.827
1464296283.64,62.065
1464296283.65,62.114
1464296283.67,61.656
1464296283.68,62.114
1464296283.7,62.118
1464296283.72,62.564
1464296283.73,62.891
1464296283.75,61.071
1464296283.76,62.597
1464296283.78,61.619
1464296283.79,62.494
1464296283.81,62.069
1464296283.83,63.214
1464296283.84,62.58
1464296283.86,62.184
1464296283.87,62.151
1464296283.89,62.098
1464296283.9,62.065
1464296283.92,62.151
1464296283.93,62.118
1464296283.95,62.151
1464296283.96,62.102
1464296283.98,62.22
1464296284.0,62.511
1464296284.01,62.102
1464296284.03,62.135
1464296284.04,62.049
1464296284.06,62.102
1464296284.07,61.705
1464296284.09,61.685
1464296284.11,62.151
1464296284.12,61.636
1464296284.14,61.603
1464296284.15,61.619
1464296284.17,61.603
1464296284.18,61.979
1464296284.2,61.996
1464296284.21,61.619
1464296284.23,67.708
1464296284.24,62.511
1464296284.26,62.102
1464296284.28,62.956
1464296284.29,62.94
1464296284.31,62.956
1464296284.32,61.673
1464296284.34,61.652
1464296284.35,62.907
1464296284.37,62.049
1464296284.39,61.775
1464296284.4,62.049
1464296284.42,62.114
1464296284.43,62.478
1464296284.45,62.564
1464296284.47,61.668
1464296284.48,62.511
1464296284.5,62.494
1464296284.51,62.511
1464296284.53,62.478
1464296284.54,62.462
1464296284.56,62.102
1464296284.57,62.891
1464296284.59,62.58
1464296284.6,62.081
1464296284.62,62.564
1464296284.64,62.204
1464296284.65,62.58
1464296284.67,62.871
1464296284.69,62.151
1464296284.71,62.977
1464296284.72,62.548
1464296284.74,62.098
1464296284.75,62.478
1464296284.77,62.564
1464296284.78,62.548
1464296284.8,62.58
1464296284.81,62.527
1464296284.83,62.531
1464296284.85,62.135
1464296284.86,62.065
1464296284.88,62.543
1464296284.89,62.543
1464296284.91,62.081
1464296284.92,62.511
1464296284.94,61.689
1464296284.95,61.603
1464296284.97,62.462
1464296284.98,62.531
1464296285.0,62.151
1464296285.02,62.601
1464296285.03,61.673
1464296285.05,62.993
1464296285.06,62.531
1464296285.08,62.58
1464296285.09,62.58
1464296285.11,62.118
1464296285.13,62.081
1464296285.14,62.527
1464296285.16,62.167
1464296285.17,61.652
1464296285.19,62.098
1464296285.2,62.081
1464296285.22,62.032
1464296285.23,62.188
1464296285.25,62.515
1464296285.26,62.081
1464296285.28,62.065
1464296285.3,62.114
1464296285.31,61.652
1464296285.33,62.22
1464296285.34,61.726
1464296285.36,62.511
1464296285.37,62.167
1464296285.39,62.58
1464296285.4,62.102
1464296285.42,62.151
1464296285.44,62.098
1464296285.45,61.705
1464296285.47,62.081
1464296285.48,62.069
1464296285.5,62.151
1464296285.51,62.171
1464296285.53,61.656
1464296285.54,61.55
1464296285.56,61.812
1464296285.57,62.151
1464296285.59,62.151
1464296285.61,63.01
1464296285.63,62.993
1464296285.65,62.907
1464296285.67,54.108
1464296285.68,62.135
1464296285.7,62.511
1464296285.71,62.515
1464296285.73,62.118
1464296285.74,62.135
1464296285.76,62.564
1464296285.77,62.511
1464296285.79,62.462
1464296285.8,62.564
1464296285.82,62.441
1464296285.84,62.597
1464296285.85,62.961
1464296285.87,62.94
1464296286.07,35.757
1464296286.09,63.402
1464296286.1,63.369
1464296286.12,62.944
1464296286.13,40.782
1464296286.15,61.603
1464296286.17,62.118
1464296286.18,61.775
1464296286.2,62.184
1464296286.21,63.026
1464296286.23,62.597
1464296286.24,62.188
1464296286.26,62.515
1464296286.27,62.22
1464296286.29,62.135
1464296286.31,62.171
1464296286.32,62.237
1464296286.34,63.01
1464296286.35,62.188
1464296286.37,62.22
1464296286.38,62.993
1464296286.4,62.629
1464296286.42,62.204
1464296286.43,61.378
1464296286.45,62.102
1464296286.46,62.151
1464296286.48,64.825
1464296286.49,62.65
1464296286.51,61.807
1464296286.52,63.594
1464296286.54,62.016
1464296286.56,62.22
1464296286.57,62.478
1464296286.59,62.58
1464296286.6,62.527
1464296286.62,62.548
1464296286.65,62.58
1464296286.66,62.993
1464296286.68,62.032
1464296286.7,61.689
1464296286.71,62.462
1464296286.73,62.891
1464296286.74,62.961
1464296286.76,62.548
1464296286.77,62.94
1464296286.79,62.875
1464296286.81,62.511
1464296286.82,62.601
1464296286.84,62.478
1464296286.85,62.131
1464296286.87,62.462
1464296286.89,62.081
1464296286.9,62.548
1464296286.92,61.587
1464296286.93,62.118
1464296286.97,62.494
1464296286.99,63.01
1464296287.0,61.689
1464296287.02,62.098
1464296287.04,61.705
1464296287.05,62.973
1464296287.07,62.081
1464296287.09,62.135
1464296287.1,62.135
1464296287.12,62.527
1464296287.13,62.086
1464296287.15,61.758
1464296287.17,62.531
1464296287.18,62.049
1464296287.2,62.683
1464296287.21,63.423
1464296287.23,62.323
1464296287.24,62.118
1464296287.26,53.388
1464296287.28,62.135
1464296287.3,63.042
1464296287.33,62.564
1464296287.34,62.135
1464296287.36,62.511
1464296287.38,62.548
1464296287.4,62.032
1464296287.41,62.118
1464296287.43,62.94
1464296287.44,62.527
1464296287.46,62.564
1464296287.47,63.01
1464296287.49,62.875
1464296287.51,62.956
1464296287.52,62.511
1464296287.54,63.365
1464296287.55,62.961
1464296287.57,62.564
1464296287.59,62.462
1464296287.6,62.871
1464296287.62,62.531
1464296287.64,62.543
1464296287.66,62.543
1464296287.67,62.973
1464296287.69,62.086
1464296287.71,62.956
1464296287.72,62.155
1464296287.74,62.22
1464296287.75,62.081
1464296287.77,62.548
1464296287.78,61.742
1464296287.8,62.118
1464296287.82,62.135
1464296287.83,62.543
1464296287.85,62.069
1464296287.86,61.738
1464296287.88,62.118
1464296287.89,61.673
1464296287.91,62.151
1464296287.93,61.709
1464296287.94,62.531
1464296287.96,62.548
1464296287.99,62.167
1464296288.0,62.511
1464296288.02,62.494
1464296288.04,62.564
1464296288.05,61.705
1464296288.07,61.673
1464296288.08,61.689
1464296288.1,61.722
1464296288.12,62.032
1464296288.13,62.102
1464296288.15,62.102
1464296288.16,62.167
1464296288.18,62.102
1464296288.2,62.065
1464296288.21,62.924
1464296288.23,62.462
1464296288.24,62.114
1464296288.26,62.049
1464296288.28,63.026
1464296288.29,62.58
1464296288.31,62.355
1464296288.32,62.032
1464296288.34,62.564
1464296288.36,62.135
1464296288.37,61.26
1464296288.39,61.775
1464296288.41,61.705
1464296288.42,61.689
1464296288.44,61.758
1464296288.45,62.478
1464296288.47,62.613
1464296288.48,61.738
1464296288.5,62.511
1464296288.52,62.601
1464296288.53,62.527
1464296288.55,61.668
1464296288.56,62.56
1464296288.58,62.56
1464296288.6,61.742
1464296288.61,62.462
1464296288.63,62.617
1464296288.65,62.494
1464296288.66,61.705
1464296288.68,61.705
1464296288.69,62.543
1464296288.71,62.016
1464296288.72,61.689
1464296288.74,63.01
1464296288.76,62.135
1464296288.77,62.993
1464296288.79,62.135
1464296288.8,63.059
1464296288.82,62.989
1464296288.84,62.151
1464296288.85,62.204
1464296288.87,62.993
1464296288.88,63.369
1464296288.9,62.494
1464296288.92,63.439
1464296288.93,62.474
1464296288.96,63.778
1464296288.98,62.527
1464296288.99,62.515
1464296289.01,62.989
1464296289.03,62.511
1464296289.04,62.977
1464296289.06,62.543
1464296289.08,63.455
1464296289.09,62.58
1464296289.11,62.135
1464296289.12,62.511
1464296289.14,63.419
1464296289.15,63.439
1464296289.17,63.439
1464296289.19,63.353
1464296289.2,71.6
1464296289.41,38.018
1464296289.42,62.822
1464296289.81,61.893
1464296289.83,123.5
1464296289.84,60.519
1464296289.86,61.861
1464296289.87,60.487
1464296289.89,59.199
1464296289.91,60.111
1464296289.92,61.754
1464296289.94,62.102
1464296290.14,52.89
1464296290.15,62.445
1464296290.17,61.088
1464296290.37,46.65
1464296290.57,52.722
1464296290.76,51.675
1464296290.96,50.796
1464296291.16,94.138
1464296291.36,39.118
1464296291.38,55.02
1464296291.58,24.644
1464296291.6,41.04
1464296291.8,64.261
1464296291.99,40.852
