% Title: Sonar data
% Sources: Bruno's room 
@RELATION proximity

@ATTRIBUTE avg 		NUMERIC
@ATTRIBUTE diff_avg	NUMERIC
@ATTRIBUTE std_dev	NUMERIC
@ATTRIBUTE class	{occupied_away,occupied_close,chair_away,chair_close }

@DATA
69.8191969697,69.8191969697,3.09168375943,occupied_away
70.664275,0.845078030303,5.15544627736,occupied_away
70.2644807692,-0.399794230769,4.64190629427,occupied_away
70.2166728111,-0.0478079581709,4.02271281909,occupied_away
70.2291086957,0.0124358845923,3.66587380467,occupied_away
70.2483554688,0.0192467730978,2.11053689169,occupied_away
69.82118,-0.42717546875,1.89729240908,occupied_away
69.6975962963,-0.123583703704,1.91756761487,occupied_away
69.8683110236,0.170714727326,2.67493006996,occupied_away
69.7771576763,-0.0911533472735,4.88129785167,occupied_away
70.1104716157,0.333313939372,5.57065831611,occupied_away
70.5615065502,0.451034934498,5.6720240173,occupied_away
70.5526772727,-0.00882927749105,5.8169420869,occupied_away
69.4754482759,-1.07722899687,5.68351167487,occupied_away
68.9330447154,-0.542403560415,3.70020023755,occupied_away
67.9205852713,-1.01245944413,2.39810533403,occupied_away
67.1498057554,-0.770779515922,2.04526988634,occupied_away
66.9711314879,-0.178674267506,1.80880544241,occupied_away
66.5710553633,-0.400076124567,3.02326224829,occupied_away
66.1151913357,-0.455864027582,3.74484967813,occupied_away
66.8013636364,0.686172300624,5.4989189625,occupied_away
67.4356363636,0.634272727273,6.0238433887,occupied_away
68.2369949749,0.801358611238,6.81264312795,occupied_away
69.6257570621,1.38876208727,7.3191690865,occupied_away
71.2870903955,1.66133333333,6.14363983141,occupied_away
70.7773917526,-0.509698642903,5.02356534632,occupied_away
70.7784114583,0.00101970575601,6.06410944783,occupied_away
70.6313461538,-0.147065304487,6.75815753161,occupied_away
70.8438306011,0.212484447247,5.73147032406,occupied_away
70.7132565789,-0.130574022146,6.52953864632,occupied_away
71.9041461538,1.1908895749,8.81670597237,occupied_away
71.4796950355,-0.424451118385,7.3466496941,occupied_away
71.3634571429,-0.116237892604,5.90464240473,occupied_away
71.5342108108,0.170753667954,5.74594120018,occupied_away
71.2812262443,-0.252984566467,5.08680606019,occupied_away
70.9226163265,-0.358609917813,2.17870478324,occupied_away
70.4816577947,-0.440958531854,2.26551760697,occupied_away
69.5405867159,-0.94107107881,2.86491244111,occupied_away
69.1010509091,-0.439535806776,3.11920420045,occupied_away
69.0636227106,-0.0374281984682,3.20402807149,occupied_away
68.5814576923,-0.482165018315,3.24790605222,occupied_away
68.8300807692,0.248623076923,3.44037211852,occupied_away
69.2688764479,0.438795678646,3.04388445602,occupied_away
69.4555619835,0.186685535595,4.15692639484,occupied_away
70.2117521739,0.756190190442,6.23505064777,occupied_away
71.0784724771,0.866720303151,7.08234770896,occupied_away
72.0466262626,0.968153785562,7.94103895002,occupied_away
72.8912363636,0.84461010101,8.57784715507,occupied_away
72.904547486,0.0133111223972,7.34684398586,occupied_away
72.3234328358,-0.581114650213,5.1650187557,occupied_away
71.7832843137,-0.540148522095,2.10531377382,occupied_away
71.7023039216,-0.0809803921569,2.13013615185,occupied_away
71.5207577093,-0.181546212318,2.01754761069,occupied_away
71.5588942731,0.0381365638766,2.51639400789,occupied_away
71.2304096916,-0.328484581498,2.52161890766,occupied_away
70.8322008547,-0.398208836929,2.53922478079,occupied_away
71.1237017544,0.291500899685,4.37000145552,occupied_away
71.0755105485,-0.0481912058628,4.20367803704,occupied_away
70.73148583,-0.344024718564,3.7780479343,occupied_away
70.6040254237,-0.127460406231,4.94079414663,occupied_away
70.2186721311,-0.385353292581,4.95206205533,occupied_away
69.5628043478,-0.655867783321,3.16119014839,occupied_away
69.1671155235,-0.39568882436,3.10651517344,occupied_away
68.9111046931,-0.256010830325,3.05433198297,occupied_away
68.5910801394,-0.320024553768,0.852710616595,occupied_away
68.3226713287,-0.268408810701,1.29337371583,occupied_away
67.9973859649,-0.325285363759,1.47939013122,occupied_away
67.6849438596,-0.312442105263,1.51389931092,occupied_away
67.1018,-0.583143859649,1.30608291855,occupied_away
66.7003485915,-0.401451408451,1.55150127284,occupied_away
65.723834507,-0.976514084507,2.28179070559,occupied_away
65.6837080292,-0.0401264778453,4.38504046312,occupied_away
65.6713540146,-0.0123540145985,5.63722853952,occupied_away
65.6496442688,-0.0217097458238,6.19411461574,occupied_away
65.1881557377,-0.46148853107,6.41244913507,occupied_away
64.557203252,-0.630952485672,7.09791297347,occupied_away
62.3280273438,-2.22917590828,6.49055720766,occupied_away
60.0626220472,-2.26540529651,5.14210114685,occupied_away
58.5239304029,-1.53869164431,3.8904389504,occupied_away
57.2141821429,-1.30974826007,2.48277177003,occupied_away
56.6265306859,-0.587651456937,0.559007307869,occupied_away
56.8579492188,0.231418532829,1.6714701036,occupied_away
57.8877964602,1.02984724143,3.68038547899,occupied_away
59.5069226804,1.61912622024,6.70417335642,occupied_away
61.5244090909,2.0174864105,7.05570071626,occupied_away
65.0023910615,3.47798197054,8.78125987948,occupied_away
66.6937671958,1.69137613431,7.65109194465,occupied_away
66.5864843049,-0.107282890834,6.92365696076,occupied_away
66.415233463,-0.171250841898,3.75357592524,occupied_away
66.9261714286,0.510937965536,3.89370178222,occupied_away
67.6188547009,0.692683272283,4.18559066294,occupied_away
67.9181635514,0.299308850547,4.72797011068,occupied_away
68.9532552083,1.03509165693,4.81061058293,occupied_away
69.3222,0.368944791667,5.07035961354,occupied_away
50.0012372881,-19.3209627119,2.28595937258,occupied_close
50.9380087719,0.936771483794,3.17676975552,occupied_close
51.7370611111,0.799052339181,3.10797052315,occupied_close
52.259416309,0.522355197902,3.26577045262,occupied_close
52.3088993289,0.0494830198462,3.47580701139,occupied_close
52.8393986254,0.530499296571,3.99546403492,occupied_close
52.6415824916,-0.197816133847,4.14935625104,occupied_close
52.258334471,-0.383248020593,4.83115519993,occupied_close
51.2649003322,-0.993434138764,5.23149792603,occupied_close
50.2778338983,-0.987066433921,4.96418955401,occupied_close
49.4814158416,-0.796418056721,4.86721134363,occupied_close
48.6264883721,-0.854927469491,4.73112015532,occupied_close
47.6897157191,-0.93677265303,3.8756420091,occupied_close
47.5210503356,-0.168665383493,3.54086084201,occupied_close
47.4037926421,-0.11725769343,3.50439651821,occupied_close
47.5654798658,0.161687223631,3.66902854709,occupied_close
47.9425578231,0.377077957357,3.45872967098,occupied_close
48.4834669118,0.540909088635,3.44940502474,occupied_close
48.7370811808,0.253614269047,3.18884317711,occupied_close
48.6768376384,-0.0602435424355,3.24558886334,occupied_close
48.2440848708,-0.432752767528,1.87178148361,occupied_close
47.9006117216,-0.343473149237,1.76369862334,occupied_close
47.4614965035,-0.439115218115,1.34556851807,occupied_close
47.2018855219,-0.259610981611,0.760339149318,occupied_close
47.2252558923,0.0233703703704,0.679708906674,occupied_close
47.4301036789,0.204847786674,0.728620517377,occupied_close
47.8499360269,0.419832348006,1.2558466507,occupied_close
48.5239795918,0.674043564901,1.89002476633,occupied_close
49.435109215,0.91112962318,2.35670020971,occupied_close
50.6230171821,1.18790796711,2.49991636337,occupied_close
51.9490482759,1.32603109373,2.48133326794,occupied_close
