time,prev_state,avg_diff,std_dev,std_diff, new_state
716,chair_away,-51.0890094037,1.04908042003,0.73452406204,occupied_close
725,occupied_close,-2.45131400466,0.577278008877,-0.471802411155,occupied_close
734,occupied_close,1.02153414511,0.519104123653,-0.0581738852239,occupied_close
744,occupied_close,4.10607547267,0.586287981809,0.067183858156,occupied_close
753,occupied_close,-1.42305547746,0.943435573291,0.357147591482,occupied_close
771,occupied_close,56.4623623845,0.43426808808,-0.509167485211,chair_away
780,chair_away,-0.0573036286795,0.345455434831,-0.0888126532493,chair_away
789,chair_away,0.228742406705,0.38233841248,0.0368829776492,chair_away
798,chair_away,0.0319137969359,0.369419825389,-0.0129185870914,chair_away
807,chair_away,-0.314207247114,0.463377535445,0.0939577100559,chair_away
826,chair_away,-54.8057978056,1.12267648898,0.659298953536,chair_close
836,chair_close,0.467239298489,0.113065222144,-1.00961126684,chair_close
846,chair_close,0.564933214201,0.199993612834,0.0869283906893,chair_close
856,chair_close,0.164454310259,0.34006455919,0.140070946357,chair_close
866,chair_close,0.47458492022,0.338560474225,-0.00150408496549,chair_close
883,chair_close,42.9075621159,0.426829986613,0.0882695123883,chair_away
892,chair_away,-0.229397621926,0.306507973374,-0.120322013239,chair_away
901,chair_away,0.35404410407,0.302670822432,-0.00383715094213,chair_away
910,chair_away,-0.447997761883,0.397368024029,0.0946972015972,chair_away
919,chair_away,0.0635115848987,0.320119536335,-0.0772484876936,chair_away
944,chair_away,-20.8188348869,4.3924807044,4.07236116807,occupied_away
953,occupied_away,-4.7518325908,2.65415046935,-1.73833023506,occupied_away
962,occupied_away,1.86071609877,1.45200529664,-1.20214517271,occupied_away
971,occupied_away,-5.53835413942,0.617175169005,-0.834830127636,occupied_away
980,occupied_away,-2.50952492158,3.51938230639,2.90220713738,occupied_away
1005,occupied_away,35.7142508373,0.244654699617,-3.27472760677,chair_away
1015,chair_away,0.328004977825,0.278534561377,0.0338798617598,chair_away
1025,chair_away,-0.106637975211,0.395978604943,0.117444043566,chair_away
1035,chair_away,0.369860781705,0.243811330108,-0.152167274835,chair_away
1045,chair_away,-0.383018641555,0.422379073121,0.178567743013,chair_away
1064,chair_away,-52.1120122638,5.23301337975,4.81063430663,occupied_close
1073,occupied_close,1.30826509972,6.82748488338,1.59447150363,occupied_close
1082,occupied_close,-2.22233257912,2.23426056949,-4.59322431389,occupied_close
1091,occupied_close,-1.47470766493,1.93002257457,-0.304237994919,occupied_close
1100,occupied_close,0.43578268755,1.2010015949,-0.729020979663,occupied_close
1127,occupied_close,64.7588481914,0.79811733513,-0.402884259774,chair_away
1136,chair_away,0.198170903541,0.577752496504,-0.220364838625,chair_away
1145,chair_away,0.116469604075,0.508154256218,-0.0695982402865,chair_away
1154,chair_away,0.0799637712562,0.58565665867,0.0775024024523,chair_away
1163,chair_away,-0.0850567236346,0.623340224496,0.0376835658261,chair_away
1180,chair_away,-55.8962732068,0.160979498857,-0.462360725639,chair_close
1190,chair_close,-0.026085389554,0.151926323553,-0.0090531753044,chair_close
1200,chair_close,0.0659081174922,0.182980664633,0.0310543410807,chair_close
1210,chair_close,0.0982046573521,0.199075254113,0.0160945894801,chair_close
1220,chair_close,-0.106820249346,0.173387376822,-0.0256878772914,chair_close
1240,chair_close,50.4312438434,7.85503614412,7.68164876729,chair_away
1249,chair_away,-5.57712236633,20.5239663134,12.6689301693,chair_away
1258,chair_away,10.9717391431,17.659449339,-2.86451697444,chair_away
1267,chair_away,22.1078956516,22.1556647765,4.49621543754,chair_away
1276,chair_away,-27.9213077348,19.2725482323,-2.88311654424,chair_away
1291,chair_away,-20.7376971005,1.0049286018,-18.2676196305,occupied_away
1300,occupied_away,-15.3041858187,4.16063856812,3.15570996632,occupied_away
1309,occupied_away,-0.693981828112,1.15729894656,-3.00333962156,occupied_away
1318,occupied_away,3.00636449066,5.18202818605,4.02472923949,occupied_away
1327,occupied_away,-4.60023606858,2.30274866907,-2.87927951698,occupied_away
1349,occupied_away,33.8836222262,16.1832380305,13.8804893614,chair_away
1358,chair_away,4.35896094794,12.8682233717,-3.31501465876,chair_away
1367,chair_away,-1.3293620833,14.0400993831,1.17187601134,chair_away
1376,chair_away,0.559287632792,12.4929524098,-1.54714697323,chair_away
1385,chair_away,-0.418313191333,12.1805139115,-0.312438498322,chair_away
1403,chair_away,-34.270466133,14.8693552562,2.68884134472,occupied_close
1412,occupied_close,-0.64554538891,16.0783652085,1.20900995227,occupied_close
1422,occupied_close,7.83891414278,15.2055847157,-0.872780492739,occupied_close
1431,occupied_close,-14.7953626784,15.9223085881,0.716723872334,occupied_close
1441,occupied_close,0.848399442461,15.4423000733,-0.480008514792,occupied_close
1457,occupied_close,30.5378114419,0.693994305079,-14.7483057682,chair_away
1466,chair_away,0.433918204815,0.364955918766,-0.329038386313,chair_away
1476,chair_away,-0.175702431091,0.201876794567,-0.163079124199,chair_away
1486,chair_away,-0.0629704459908,0.200266335969,-0.00161045859826,chair_away
1496,chair_away,0.199084490224,0.287182313779,0.0869159778098,chair_away
1520,chair_away,-44.128646789,0.27196574737,-0.0152165664088,chair_close
1530,chair_close,-0.173015716466,0.190999882278,-0.0809658650919,chair_close
1540,chair_close,0.0655969678828,0.158276014536,-0.0327238677423,chair_close
1550,chair_close,-0.0900885022826,0.214234201868,0.0559581873325,chair_close
1560,chair_close,0.134133450862,0.157523459844,-0.0567107420246,chair_close
1577,chair_close,49.048030405,0.48248458324,0.324961123396,chair_away
1587,chair_away,0.102666864959,0.387383471572,-0.0951011116675,chair_away
1597,chair_away,0.000857689163155,0.321323777607,-0.066059693965,chair_away
1607,chair_away,0.0609185542823,0.348929291146,0.0276055135388,chair_away
1617,chair_away,-0.422359142881,0.354919599908,0.00599030876203,chair_away
1634,chair_away,-34.2389608681,1.13909669768,0.784177097776,occupied_away
1643,occupied_away,0.274976488432,2.47622029006,1.33712359237,occupied_away
1652,occupied_away,1.11315637394,1.22358476364,-1.25263552642,occupied_away
1661,occupied_away,-1.01034908596,1.07448714607,-0.149097617568,occupied_away
1670,occupied_away,1.45703172097,1.55802155664,0.483534410565,occupied_away
1686,occupied_away,29.483418021,0.214372231398,-1.34364932524,chair_away
1695,chair_away,0.0256438862874,1.31910326044,1.10473102904,chair_away
1704,chair_away,-1.72902193282,3.08732617002,1.76822290958,chair_away
1713,chair_away,-3.7005171904,0.364050931149,-2.72327523887,chair_away
1722,chair_away,4.44971271785,2.69824691439,2.33419598324,chair_away
1766,chair_away,-42.7927684248,0.72469106781,-1.97355584658,occupied_close
1775,occupied_close,-1.98956931339,0.580798284514,-0.143892783295,occupied_close
1784,occupied_close,1.20487007133,1.13682103772,0.556022753201,occupied_close
1793,occupied_close,0.824637733234,1.91366212594,0.776841088228,occupied_close
1802,occupied_close,1.47877196605,2.09954492477,0.185882798824,occupied_close
1831,occupied_close,37.9516485614,0.280288914208,-1.81925601056,chair_away
1841,chair_away,-0.136196735036,0.158757308066,-0.121531606141,chair_away
1851,chair_away,0.114122495717,0.211266105867,0.052508797801,chair_away
1861,chair_away,0.00304185295957,0.201979551234,-0.00928655463294,chair_away
1871,chair_away,-0.167002133542,0.317715194505,0.115735643271,chair_away
