time,prev_state,avg_diff,std_dev,std_diff, new_state
6,chair_away,0,chair_close,1,51.0563806387,25.1306795595,014,chair_close,1,chair_close,1,0.0479224049582,25.0576139694,141,chair_close,1,chair_away,0,46.8514613526,68.4531388486,049,chair_away,0,chair_away,0,0.040917770772,68.5971428608,081,chair_away,0,occupied_away,2,-33.3710207939,16.9413756365,289,occupied_away,2,occupied_away,2,0.693180784995,16.6646067913,-2156,occupied_away,2,occupied_close,3,-19.9949041158,10.8657014781,-2164,occupied_close,3,occupied_close,3,-0.461216016393,13.415551816,3184,occupied_close,3,chair_close,1,8.57754543222,25.1521556401,1192,chair_close,1,chair_close,1,-0.00334819891081,24.9713393775,1206,chair_close,1,chair_away,0,54.1373626155,68.7687922435,0214,chair_away,0,chair_away,0,-0.429666995913,68.5551012264,0
