time,prev_state,avg_diff,std_dev,std_diff, new_state
6,chair_away,0,chair_close,1,97.5247500063,68.5952757344,0.308213551693,014,chair_away,0,chair_close,1,0.264088907061,68.7139902395,0.330805452751,022,chair_away,0,chair_close,1,-22.1126561767,70.3055705461,7.81179474378,230,occupied_away,2,chair_close,1,23.4754707026,68.4892702804,12.9367883897,0
